SKU,Type,Name,image_count,exact,suffix,ambiguous_suffix,unmatched,recommended_images,unmatched_expected
STANDARDCORNERFLUSHER,simple,Standard Corner Flusher,3,0,0,0,3,,columbia-standard-corner-flusher-STANDARDCORNERFLUSHER-01.webp|columbia-standard-corner-flusher-STANDARDCORNERFLUSHER-02.webp|columbia-standard-corner-flusher-STANDARDCORNERFLUSHER-03.webp
STAPER,simple,Columbia Sawed Off Mini Automatic Taper,3,0,0,0,3,,columbia-sawed-off-mini-automatic-taper-STAPER-01.webp|columbia-sawed-off-mini-automatic-taper-STAPER-02.webp|columbia-sawed-off-mini-automatic-taper-STAPER-03.webp
TAPER,simple,Columbia Automatic Taper,8,0,8,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-TAPER-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-TAPER-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-TAPER-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-TAPER-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-TAPER-05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-TAPER-06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-TAPER-07.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-TAPER-08.webp,
TBBF,simple,Columbia Tall Boy Box Filler,1,0,0,0,1,,columbia-tall-boy-box-filler-TBBF-01.webp
TBMP,simple,Columbia Tall Boy Mud Pump,3,0,0,0,3,,columbia-tall-boy-mud-pump-TBMP-01.webp|columbia-tall-boy-mud-pump-TBMP-02.webp|columbia-tall-boy-mud-pump-TBMP-03.webp
TBPTAPER,simple,Columbia Tall Boy Predator Automatic Taper,1,0,0,0,1,,columbia-tall-boy-predator-automatic-taper-TBPTAPER-01.webp
TCS,simple,Columbia Semi Automatic Tool Case,3,0,0,0,3,,columbia-semi-automatic-tool-case-TCS-01.webp|columbia-semi-automatic-tool-case-TCS-02.webp|columbia-semi-automatic-tool-case-TCS-03.webp
THREEWAYKNIVESCOPY,simple,Bucket Scoops,4,0,0,0,4,,columbia-bucket-scoops-THREEWAYKNIVESCOPY-01.webp|columbia-bucket-scoops-THREEWAYKNIVESCOPY-02.webp|columbia-bucket-scoops-THREEWAYKNIVESCOPY-03.webp|columbia-bucket-scoops-THREEWAYKNIVESCOPY-04.webp
TL38,simple,Columbia Twist Lock Extendable Handle 3' - 8',1,0,0,0,1,,columbia-twist-lock-extendable-handle-3-8-TL38-01.webp
TS,simple,Columbia Tactical Set,2,0,0,0,2,,columbia-tactical-set-TS-01.webp|columbia-tactical-set-TS-02.webp
TSB-SIZE,simple,Tomahawk Smoothing Blades,5,0,0,0,5,,columbia-tomahawk-smoothing-blades-TSB-SIZE-01.webp|columbia-tomahawk-smoothing-blades-TSB-SIZE-02.webp|columbia-tomahawk-smoothing-blades-TSB-SIZE-03.webp|columbia-tomahawk-smoothing-blades-TSB-SIZE-04.webp|columbia-tomahawk-smoothing-blades-TSB-SIZE-05.webp
TWS,simple,Columbia Tomahawk Warrior Set,4,0,0,0,4,,columbia-tomahawk-warrior-set-TWS-01.webp|columbia-tomahawk-warrior-set-TWS-02.webp|columbia-tomahawk-warrior-set-TWS-03.webp|columbia-tomahawk-warrior-set-TWS-04.webp
PT-SSCF,variable,Platinum Stainless Steel Corner Flusher,3,2,0,0,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-2-5-inch-stainless-steel-corner-flusher-PT-2-5CF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-3-5-inch-stainless-steel-corner-flusher-PT-3-5CF-01.webp,platinum-drywall-tools-3-inch-stainless-steel-corner-flusher-PT-3-0CF-01.webp
PT-2.5CF,variation,"Platinum 2.5"" Stainless Steel Corner Flusher (PT-2.5CF)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-2-5-inch-stainless-steel-corner-flusher-PT-2-5CF-01.webp,
PT-3.0CF,variation,"Platinum 3"" Stainless Steel Corner Flusher (PT-3.0CF)",1,0,0,0,1,,platinum-drywall-tools-3-inch-stainless-steel-corner-flusher-PT-3-0CF-01.webp
PT-3.5CF,variation,"Platinum 3.5"" Stainless Steel Corner Flusher (PT-3.5CF)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-3-5-inch-stainless-steel-corner-flusher-PT-3-5CF-01.webp,
PT-AICA,simple,Platinum Wheel Inside Angle / Corner Applicator (PT-AICA),3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-wheel-inside-angle-corner-applicator-PT-AICA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-wheel-inside-angle-corner-applicator-PT-AICA-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-wheel-inside-angle-corner-applicator-PT-AICA-03.webp,
PT-BF,simple,Platinum Box Filler Attachment (PT-BF),1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-box-filler-attachment-PT-BF-01.webp,
PT-BH,variable,Platinum Flat Box Handle,3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-34-inch-flat-box-handle-PT-BH34-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-inch-flat-box-handle-PT-BH42-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-54-inch-flat-box-handle-PT-BH54-01.webp,
PT-BH34,variation,"Platinum 34"" Flat Box Handle (PT-BH34)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-34-inch-flat-box-handle-PT-BH34-01.webp,
PT-BH42,variation,"Platinum 42"" Flat Box Handle (PT-BH42)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-inch-flat-box-handle-PT-BH42-01.webp,
PT-BH54,variation,"Platinum 54"" Flat Box Handle (PT-BH54)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-54-inch-flat-box-handle-PT-BH54-01.webp,
PT-CA8,simple,"Platinum 8"" Corner Applicator (PT-CA8)",4,4,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-inch-corner-applicator-PT-CA8-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-inch-corner-applicator-PT-CA8-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-inch-corner-applicator-PT-CA8-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-inch-corner-applicator-PT-CA8-04.webp,
PT-CAH50,simple,"Platinum 50"" Corner Box Handle (PT-CAH50)",2,2,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-inch-corner-box-handle-PT-CAH50-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-inch-corner-box-handle-PT-CAH50-02.webp,
PT-CF,variable,Platinum Angle Head Corner Finisher with Wheels,3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-3-inch-angle-head-corner-finisher-with-wheels-PT-3CF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-2-5-inch-angle-head-with-wheels-PT-CF2-5-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-3-5-inch-angle-head-corner-finisher-with-whee-PT-CF3-5-01.webp,
PT-3CF,variation,"Platinum 3"" Angle Head Corner Finisher with Wheels (PT-3CF)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-3-inch-angle-head-corner-finisher-with-wheels-PT-3CF-01.webp,
PT-CF2.5,variation,"Platinum 2.5"" Angle Head with Wheels (PT-CF2.5)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-2-5-inch-angle-head-with-wheels-PT-CF2-5-01.webp,
PT-CF3.5,variation,"Platinum 3.5"" Angle Head Corner Finisher with Wheels (PT-CF3.5)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-3-5-inch-angle-head-corner-finisher-with-whee-PT-CF3-5-01.webp,
PT-CFH50,simple,"Platinum 50"" Angle Head Handle (PT-CFH50)",2,2,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-inch-angle-head-handle-PT-CFH50-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-inch-angle-head-handle-PT-CFH50-02.webp,
PT-CP,simple,Platinum Drywall Pump w/Filler (PT-CP),2,2,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-drywall-pump-withfiller-PT-CP-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-drywall-pump-withfiller-PT-CP-02.webp,
PT-CR,simple,Platinum Inside Corner Roller (PT-CR),4,4,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-corner-roller-PT-CR-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-corner-roller-PT-CR-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-corner-roller-PT-CR-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-corner-roller-PT-CR-04.webp,
PT-CRE,simple,Platinum ECO Inside Corner Roller (PT-CRE),4,4,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-eco-inside-corner-roller-PT-CRE-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-eco-inside-corner-roller-PT-CRE-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-eco-inside-corner-roller-PT-CRE-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-eco-inside-corner-roller-PT-CRE-04.webp,
PT-CRH50,simple,"Platinum 50"" Corner Roller Handle (PT-CRH50)",2,2,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-inch-corner-roller-handle-PT-CRH50-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-inch-corner-roller-handle-PT-CRH50-02.webp,
PT-CT,variable,Platinum Compound Tube,3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-24-inch-compound-tube-PT-CT24-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-inch-compound-tube-PT-CT36-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-inch-compound-tube-PT-CT42-01.webp,
PT-CT24,variation,"Platinum 24"" Compound Tube (PT-CT24)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-24-inch-compound-tube-PT-CT24-01.webp,
PT-CT36,variation,"Platinum 36"" Compound Tube (PT-CT36)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-inch-compound-tube-PT-CT36-01.webp,
PT-CT42,variation,"Platinum 42"" Compound Tube (PT-CT42)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-inch-compound-tube-PT-CT42-01.webp,
PT-EBH,simple,"Platinum Extendable Flat Box Handle 40"" – 64"" (PT-EBH)",2,2,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-flat-box-handle-40-inch-64-inch-PT-EBH-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-flat-box-handle-40-inch-64-inch-PT-EBH-02.webp,
PT-EXT3IN1-1,simple,Platinum Extendable Angle Head Handle (PT-EXT3IN1-1),3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-angle-head-handle-PT-EXT3IN1-1-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-angle-head-handle-PT-EXT3IN1-1-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-angle-head-handle-PT-EXT3IN1-1-03.webp,
PT-FA,simple,"Platinum 4"" Flat Applicator (PT-FA)",3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-inch-flat-applicator-PT-FA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-inch-flat-applicator-PT-FA-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-inch-flat-applicator-PT-FA-03.webp,
PT-FB,variable,Platinum Flat Finishing Box,4,4,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-10-inch-flat-finishing-box-PT-10FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-inch-flat-finishing-box-PT-14FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-inch-flat-finishing-box-PT-8FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-12-inch-flat-finishing-box-PT-FB12-01.webp,
PT-10FB,variation,"Platinum 10"" Flat Finishing Box (PT-10FB)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-10-inch-flat-finishing-box-PT-10FB-01.webp,
PT-14FB,variation,"Platinum 14"" Flat Finishing Box (PT-14FB)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-inch-flat-finishing-box-PT-14FB-01.webp,
PT-8FB,variation,"Platinum 8"" Flat Finishing Box (PT-8FB)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-inch-flat-finishing-box-PT-8FB-01.webp,
PT-FB12,variation,"Platinum 12"" Flat Finishing Box (PT-FB12)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-12-inch-flat-finishing-box-PT-FB12-01.webp,
PT-FIN,simple,Platinum Drywall Starter Finishing Set (PT-FIN),1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-drywall-starter-finishing-set-PT-FIN-01.webp,
PT-ICA,simple,Platinum Inside 90 Degree Applicator (PT-ICA),3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-90-degree-applicator-PT-ICA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-90-degree-applicator-PT-ICA-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-90-degree-applicator-PT-ICA-03.webp,
PT-MNBH,simple,Platinum Mini Box Handle (PT-MNBH),3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-mini-box-handle-PT-MNBH-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-mini-box-handle-PT-MNBH-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-mini-box-handle-PT-MNBH-03.webp,
PT-NS,variable,Platinum Nail Spotter,1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-2-inch-nail-spotter-PT-2NS-01.webp,
PT-2NS,variation,"Platinum 2"" Nail Spotter (PT-2NS)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-2-inch-nail-spotter-PT-2NS-01.webp,
PT-3NS,variation,"Platinum 3"" Nail Spotter (PT-3NS)",1,1,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-2-inch-nail-spotter-PT-2NS-01.webp,
PT-OCA,simple,Platinum Outside 90 Degree Applicator (PT-OCA),4,4,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-outside-90-degree-applicator-PT-OCA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-outside-90-degree-applicator-PT-OCA-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-outside-90-degree-applicator-PT-OCA-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-outside-90-degree-applicator-PT-OCA-04.webp,
PT-OCR,simple,Platinum Outside 90 Degree Corner Roller (PT-OCR),3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-outside-90-degree-corner-roller-PT-OCR-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-outside-90-degree-corner-roller-PT-OCR-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-outside-90-degree-corner-roller-PT-OCR-03.webp,
PT-TP,simple,Platinum Semi Automatic Drywall Taper (PT-TP),3,3,0,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-semi-automatic-drywall-taper-PT-TP-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-semi-automatic-drywall-taper-PT-TP-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-semi-automatic-drywall-taper-PT-TP-03.webp,
SURS2M2030,simple,"SurPro 20-30"" Magnesium Double Sided Stilt (SURS2M2030)",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/surpro-20-30-magnesium-double-sided-stilt-SURS2M2030-01.webp,
SURSS1001,simple,SurPro Stilt Hardware Kit (SURSS1001),1,0,0,0,1,,surpro-stilt-hardware-kit-SURSS1001-01.webp
SURSS1002B,simple,SurPro Single Sided Stilts Strap Kit (SURSS1002B),1,0,0,0,1,,surpro-single-sided-stilts-strap-kit-SURSS1002B-01.webp
SURSS1003,simple,SurPro Super Grip Floor Plate Kit (SURSS1003),1,0,0,0,1,,surpro-super-grip-floor-plate-kit-SURSS1003-01.webp
SURSS1004O,simple,SurPro Main Body Spring Kit (SURSS1004O),1,0,0,0,1,,surpro-main-body-spring-kit-SURSS1004O-01.webp
SURSS1005FB,simple,SurPro Wraparound Leg Band Kit w/ Black Strap (SURSS1005FB),1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/surpro-wraparound-leg-band-kit-w-black-strap-SURSS1005FB-01.webp,
SURSS1005P,simple,SurPro Plastic Leg Band Kit for Single Sided Stilts (SURSS1005P),1,0,0,0,1,,surpro-plastic-leg-band-kit-for-single-sided-stilts-SURSS1005P-01.webp
SURSS1006,simple,SurPro Key & Lock Side Pole Clamp & Bracket Kit (SURSS1006),1,0,0,0,1,,surpro-key-and-lock-side-pole-clamp-and-bracket-kit-SURSS1006-01.webp
SURSS1007,simple,SurPro Nylon Sleeve Kit (SURSS1007),1,0,0,0,1,,surpro-nylon-sleeve-kit-SURSS1007-01.webp
SURSS1008,simple,SurPro Wing Bolt Kit (SURSS1008),1,0,0,0,1,,surpro-wing-bolt-kit-SURSS1008-01.webp
SURSS1009,simple,SurPro Heel Bracket Kit (SURSS1009),1,0,0,0,1,,surpro-heel-bracket-kit-SURSS1009-01.webp
SURSS1010L,simple,SurPro Double Sided Stilts Leg Band Kit (SURSS1010L),1,0,0,0,1,,surpro-double-sided-stilts-leg-band-kit-SURSS1010L-01.webp
SURSS1010R,simple,SurPro Double Sided Right Leg Band Kit (SURSS1010R),1,0,0,0,1,,surpro-double-sided-right-leg-band-kit-SURSS1010R-01.webp
SURSS1011B,simple,SurPro Stilts Strap Kit w/ Black Laces (SURSS1011B),1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/surpro-stilts-strap-kit-w-black-laces-SURSS1011B-01.webp,
SURSS1012,simple,SurPro Foot Plate Kit (SURSS1012),1,0,0,0,1,,surpro-foot-plate-kit-SURSS1012-01.webp
SURSS124,simple,SurPro Stilts Lower Side Pole Bolt Kit (SURSS124),1,0,0,0,1,,surpro-stilts-lower-side-pole-bolt-kit-SURSS124-01.webp
SURSS132,simple,SurPro Stilts Side Pole Clam Bolt Kit (SURSS132),1,0,0,0,1,,surpro-stilts-side-pole-clam-bolt-kit-SURSS132-01.webp
SURSS134,simple,SurPro Stilts Leg Band Bolt Kit (SURSS134),1,0,0,0,1,,surpro-stilts-leg-band-bolt-kit-SURSS134-01.webp
SURSS2007,simple,SurPro Floor Plate w/ Super Grip Soles Kit (SURSS2007),1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/surpro-floor-plate-w-super-grip-soles-kit-SURSS2007-01.webp,
050004,simple,"Wiper, Retainer",0,0,0,0,0,,
050017,simple,Collar Bushing,0,0,0,0,0,,
050019,simple,Disengaging Cam,0,0,0,0,0,,
050023F,simple,Spacer Bar,0,0,0,0,0,,
050027,simple,"Lock, Needle Holder",0,0,0,0,0,,
050030,simple,Magnet,0,0,0,0,0,,
050031,simple,"Bushing, Gooser",0,0,0,0,0,,
050034F,simple,Disengaging Rod,0,0,0,0,0,,
050043F,simple,Anvil,0,0,0,0,0,,
050050F,simple,Needle Holder,0,0,0,0,0,,
050063,simple,Cut Off Spring Cover,0,0,0,0,0,,
050064F,simple,Valve,0,0,0,0,0,,
050070F,simple,Creaser Axle,0,0,0,0,0,,
050072F,simple,Rear Support,0,0,0,0,0,,
050073,simple,Creaser Wheel,0,0,0,0,0,,
050079,simple,Creaser Crank,0,0,0,0,0,,
050083F,simple,Cable Drum,0,0,0,0,0,,
050086F,simple,Head Bushing,0,0,0,0,0,,
050094F,simple,Spool,0,0,0,0,0,,
050099F,simple,Head Bushing,0,0,0,0,0,,
050109F,simple,Hub,0,0,0,0,0,,
050113F,simple,Cutter Block Tube,0,0,0,0,0,,
050123,simple,Cam,0,0,0,0,0,,
050128F,simple,"Bushing, Chain Roller",0,0,0,0,0,,
050137F,simple,Cutter Block Clamp,0,0,0,0,0,,
050140F,simple,"Screw, 6.52 X 5.09",0,0,0,0,0,,
050141,simple,"Support, Left Chain Roller",0,0,0,0,0,,
050144F,simple,Link Tube,0,0,0,0,0,,
050145,simple,Creaser Chain,0,0,0,0,0,,
050150F,simple,Hub,0,0,0,0,0,,
050154,simple,Bearing Bracket,0,0,0,0,0,,
050163,simple,"Guide, Main Chain",0,0,0,0,0,,
050200,simple,Plastic Piston,0,0,0,0,0,,
050204,simple,Cup Washer,0,0,0,0,0,,
050205,simple,"Cup Bolt, 1/4-20 X 7/8 Hex Head",0,0,0,0,0,,
050212F,simple,Nut,0,0,0,0,0,,
050244,simple,Spool,0,0,0,0,0,,
050249,simple,Creaser Connector,0,0,0,0,0,,
050402B,simple,"Band Clamp, Black",0,0,0,0,0,,
050405B,simple,"Keeper Axle, Black",0,0,0,0,0,,
050410B,simple,"Control Tube Flange, Black",0,0,0,0,0,,
050412,simple,Wheel Keeper Wireform,0,0,0,0,0,,
050413,simple,Control Tube Wheel,0,0,0,0,0,,
050500,simple,Brake Roller,0,0,0,0,0,,
050577,simple,Brake Torsion Spring,0,0,0,0,0,,
051001,simple,Outlet Valve Handle,0,0,0,0,0,,
051089,simple,"Side Plate, SST",0,0,0,0,0,,
051105,simple,"Side Plate, SST",0,0,0,0,0,,
051135,simple,"Cutter Block, Taper",0,0,0,0,0,,
052011,simple,Drip Guard,0,0,0,0,0,,
052036,simple,Base Bracket,0,0,0,0,0,,
052051,simple,Key,0,0,0,0,0,,
052052,simple,Lock,0,0,0,0,0,,
052055,simple,Taper Head Enclosure,0,0,0,0,0,,
052080,simple,Snap Out Cover,0,0,0,0,0,,
052121F,simple,Shaft,0,0,0,0,0,,
052150,simple,Brake Adjuster,0,0,0,0,0,,
052152,simple,Side Plate Spacer,0,0,0,0,0,,
052226,simple,"Control Arm Guide, Molded",0,0,0,0,0,,
052229,simple,Taper Band,0,0,0,0,0,,
052400B,simple,Spool Mount,0,0,0,0,0,,
052403,simple,Plunger Stop Locking Strap,0,0,0,0,0,,
052404B,simple,Keeper Yoke,0,0,0,0,0,,
052415A,simple,"Control Tube, Anodized",0,0,0,0,0,,
052576,simple,Brake Spring Mount,0,0,0,0,0,,
054028,simple,Gooser Assembly,0,0,0,0,0,,
054032F,simple,Push Rod Assy,0,0,0,0,0,,
054048F,simple,Baffle Plate Ass'Y,0,0,0,0,0,,
054059F,simple,Filler Tube Assy,0,0,0,0,0,,
054075,simple,"Tape Runner Assy, Right",0,0,0,0,0,,
054095F,simple,Creaser Arm Assy,0,0,0,0,0,,
054096F,simple,Creaser Arm Assy,0,0,0,0,0,,
