Brands,SKU,MPN,Name,Description,Short description,Categories
TapeTech,CTPMP,CTPMP,Bazooka Continuous Flow Pump,"The Bazooka Continuous Flow Pump was designed in conjunction with Graco specifically to pump joint compound for high production drywall finishing applications. The Endurance Pump, MaxPower Motor and Advantage Drive System combine to create the most rugged and reliable pump on the market. The internal hopper filter maximizes material usage by allowing joint compound collected during the wipe down process to be re-used without fear of debris entering the pump. The 25 gallon hopper can be used as a tool wash station and includes an air tight lid so compound can be preserved for next day use. With the optional CTFIL, standard ATF tools can be filled while the continuous flow tools are in use. Also Available: CTEPMP: CFS Pump - Europe (230V / 50 Hz). Available through European Distributors and Dealers only. CTAPMP: CFS Pump - Australia (230V / 50 Hz) with 242005 adapter. Available through Australian and New Zealand Distributors and Dealers only. CTUPMP: CFS Pump - UK (110V). Available through UK Distributors and Dealers only.",The Bazooka Continuous Flow Pump was designed in conjunction with Graco specifically to pump joint compound for high production drywall finishing appl,Continuous Flow System
TapeTech,CTVLV,CTVLV,CFS Inline Valve with Radio Frequency Controller,"The TapeTech CTVLV is part of the Bazooka Continuous Flow Drywall Finishing System. It attaches to the Continuous Flow Taper (T05CF) and the Continuous Flow Corner Finisher Handles (T14CF, T14EC) to provide wireless, radio frequency (RF) control of the flow of joint compound from the pump. Radio Frequency (RF) control ""talks"" to the pump without wires Thumb switch to easily adjust the flow of compound An integrated trigger for creaser wheel control",The TapeTech CTVLV is part of the Bazooka Continuous Flow Drywall Finishing System. It attaches to the Continuous Flow Taper (T05CF) and the Continuou,Continuous Flow System
TapeTech,EEX10090,EEX10090,"EEX10090 1"" 90 Outside Corner Edger","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in five sizes for ultimate versatility in nearly every situation.","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concr",Taping Knives & Trowels
TapeTech,EEX125135,EEX125135,"EEX125135 1.25"" 135 Outside Corner Edger","TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.","TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaste",Taping Knives & Trowels
TapeTech,EEX15090,EEX15090,"EEX15090 1.5"" 90 Outside Corner Edger","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in five sizes for ultimate versatility in nearly every situation.","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concr",Taping Knives & Trowels
TapeTech,EEX200135,EEX200135,"EEX200135 2"" 135 Outside Corner Edger","TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.","TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaste",Taping Knives & Trowels
TapeTech,EEX20090,EEX20090,"EEX20090 2"" 90 Outside Corner Edger","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in five sizes for ultimate versatility in nearly every situation.","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concr",Taping Knives & Trowels
TapeTech,EEX275135,EEX275135,"EEX275135 2.75"" 135 Outside Corner Edger","TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.","TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaste",Taping Knives & Trowels
TapeTech,EEX5090,EEX5090,"EEX5090 0.5"" 90 Outside Corner Edger","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in five sizes for ultimate versatility in nearly every situation.","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concr",Taping Knives & Trowels
TapeTech,EEX7590,EEX7590,"EEX7590 0.75"" 90 Outside Corner Edger","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in five sizes for ultimate versatility in nearly every situation.","TapeTech Outside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° outside corners for EIFS, Stucco, Plaster, Concr",Taping Knives & Trowels
TapeTech,EEXSET3135,EEXSET3135,Set of 3 - One Each of the 135° Outside Corner Edgers,"Contains on each of the outside corner trowel sizes - 1.25"", 2"", and 2.75"". TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45o wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.","Contains on each of the outside corner trowel sizes - 1.25"", 2"", and 2.75"". TapeTech Outside Corner Edgers for 135o Corners are designed to produce sm",Taping Knives & Trowels
