"sku","name","brand","description","features","price","image"
"SBSET","Columbia Sabre Set","Columbia Tools","The New Columbia Sabre set takes the guess work out of starting off with Smoothing Blades. Just like the Tomahawk Warrior set, this set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered.","The New Columbia Sabre set takes the guess work out of starting off with Smoothing Blades. Just like the Tomahawk Warrior set, this set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered. | The Sabre Set comes with the Sabre essentials, as well as a convenient case to protect your investment. The case also makes it easy to get your set onto the job site. Columbia Sabre Smoothing Blades make easy work out of sanding and finishing. | SET INCLUDES: | Sabre Case | 10″ Sabre | 16″ Sabre | 24″ Sabre | 32″ Sabre | Sabre Claw Adaptor | Sabre Pole","","scraped_results\images\SBSET_0.webp"
"SSB7","Columbia Sabre Smoothing Blade 7""","Columbia Taping Tools","SABRE SMOOTHING BLADE 7""","Columbia Sabre Smoothing Blade Claw Adapter","19.99","https://drywalltoolbox.com/brands/Columbia/ssb7.webp"
"STAPER","Columbia ""Sawed Off"" Mini Automatic Taper","Columbia Taping Tools","The Columbia ""Sawed Off"" Mini Automatic Taper is the professional's go-to tool for confined spaces. At just 39 inches, it delivers full-size performance in stairwells, closets, and low-ceiling areas, featuring a hard-anodized tube, corrosion-resistant stainless steel components, and a quick-release tape system.","The Columbia Automatic Taper is a precision built tool that is back by popular demand. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. Every taper comes standard with an adjustable brake and quick release for tape changing. At 39″, this taper is perfect for tight spaces such as stairwells, closets, scaffold and low ceilings. If you are serious about taping and care how a taper feels and performs this is the one for you. | Features: | 39″ compared to a regular taper at 53″ | Holds a 500ft roll of standard tape | Handmade from U.S. billet aluminum and steel components | Machined in our state of the art facility in Canada | Now with NEW Pump Action Sleeve – smoothest cutting sleeve on the market | Adjustable Brake | Quick release for tape changing | Zero Drag system for corners | Hard anodized tube | Stainless steel side plates, creaser arms and cable drum | Quick release cap","1649.29","https://drywalltoolbox.com/brands/Columbia/staper.webp"
"SPTAPER","Columbia Predator ""Sawed Off"" Mini Carbon Fiber Automatic Taper","Columbia Taping Tools","The Columbia PREDATOR ""Sawed Off"" Mini Carbon Fiber Automatic Taper, a state-of-the-art drywall taping tool, is the world's first Mini Carbon Fiber Taper that revolutionizes drywall taping efficiency. Standing out from the crowd with its superior carbon fiber construction, the Predator is 20% lighter and more robust than standard mini tapers. It ensures temperature stability with its dent-proof carbon fiber build, providing a warm and comfortable grip during use. An upgrade in the design has intr","Columbia Taping Tools introduces the world's first Mini Carbon Fiber Taper, The Predator ""Sawed Off"" Mini. Unlike other taper bodies made mostly from aluminum, the Predator's Carbon Fiber construction, makes this precision-engineered tool 20% lighter and more durable then any standard mini taper on the market. Another unique benefit of this Dent Proof construction, is that Carbon Fiber maintains temperature stability, meaning this taper will remain warm to the touch. The 6 wheel cutting sleeve has been updated in favor of teflon sliders which gives the operator a smoother glide and better grip. Now, changing the sliders out is simple field maintenance and can be installed with a standard screwdriver in minutes as opposed to half an hour or more. The pull ring is ideal for higher ceilings. The Predator will tape flats and angles effortlessly with less drag in the corners. The quick release cap makes cleaning a breeze and the stainless steel side plates, cable drum, and creaser arms offer a lifetime of corrosion resistance. With style, functionality, and durability the Predator from Columbia takes the -Evolution of Taping- to a whole new level. Predator ""Sawed Off"" Mini is perfect for taping drywall in small rooms and closets when a full size taper is too cumbersome. | Features: | Handmade From Carbon Fiber and Steel Components. | Titanium Pull Rod. | Adjustable Brake. | Quick Release For Easy Tape Changing. | Zero Drag System For Corners. | Knurled Sleeve With Pull Ring. | Stainless Steel Side Plates, Creaser Arms And Cable Drum. | Quick Release Cap. | NEW Patent Pending Pump Action Sleeve Offers Smoother Cut. | Machined In Columbia's State Of The Art Factory In Canada. | Measures 42"" in Length Compared To 52"" Of Full-Size Taper.","1838.55","https://drywalltoolbox.com/brands/Columbia/sptaper.webp"
"SACS","Columbia Semi Automatic Commando Set","Columbia Tools","The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools. This set is a great introduction to Semi-Auto tools for the part-time finisher, or someone who is looking to make the leap to Automatic tools but doesn’t want to jump right in yet. This set will save you time and give you a great finish. The Commando set comes with all the essentials in the Semi-Auto line, as well as a convenient case to store, and keep safe, your new Columbia Tools.","The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools. This set is a great introduction to Semi-Auto tools for the part-time finisher, or someone who is looking to make the leap to Automatic tools but doesn’t want to jump right in yet. This set will save you time and give you a great finish. The Commando set comes with all the essentials in the Semi-Auto line, as well as a convenient case to store, and keep safe, your new Columbia Tools. | Set Includes: | Semi-Automatic Case | 2.5″ Standard Flusher (2.5SF) | 3″ Standard Flusher (3SF) | 42″ Compound Mud Tube (CMT42) | Columbia One Extendible Handle – 3′-5′ – (C1HEXT) | Columbia One Fixed Handle (C1H) | Angle Head Adapter (AHA) | Flat Applicator Head (CFLT) | Two-Way Internal Applicator (ICATW) | Corner Roller Head (CR)","","scraped_results\images\SACS_0.webp"
"FA289","Columbia Split Pin 1/4"" X 2""","Columbia Tools","Columbia Split Pin 1/4"" X 2""","Columbia Split Pin 1/4"" X 2""","","scraped_results\images\FA289_0.webp"
"CR12","Columbia Swivel Coupling Pin","Columbia Tools","Columbia Swivel Coupling Pin","Columbia Swivel Coupling Pin","","scraped_results\images\CR12_0.webp"
"CT14A","Taper Adjustable Brake","Columbia Taping Tools","CT14A - Taper Adjustable Brake","Columbia Taper Adjustable Brake","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-103","Taper Barrel Main Body","Columbia Taping Tools","Taper Barrel Main Body - CT103","Columbia Taper Barrel Main Body","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-125A","CT125A - Columbia Taper Bearing","Columbia Taping Tools","CT125A - Columbia Taper Bearing","Columbia Taper Bearing","","https://drywalltoolbox.com/brands/Columbia/ct-125a.webp"
"CT-106A","Taper Bearing Shaft","Columbia Taping Tools","Taper Bearing Shaft - CT106","Columbia Taper Bearing Shaft","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT87A","Columbia Taper Bracket Base","Columbia Tools","Columbia Taper Bracket Base","Columbia Taper Bracket Base","","scraped_results\images\CT87A_0.webp"
"CT22","Taper Brass Bracket","Columbia Taping Tools","CT22 - Taper Brass Bracket","Columbia Taper Brass Bracket","","https://drywalltoolbox.com/brands/Columbia/ct22.webp"
"CT-73","Taper Cable Drum","Columbia Taping Tools","Taper Cable Drum - CT73","Columbia Taper Cable Drum","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-19","CT19 - Taper Paper Feed Guide","Columbia Taping Tools","CT19 - Taper Paper Feed Guide","Columbia Taper Cable Retaining Nut","","https://drywalltoolbox.com/brands/Columbia/ct-19.webp"
"CT-35R","Taper Cap Reinforcing Tab","Columbia Taping Tools","Taper Cap Reinforcing Tab - CT35","Columbia Taper Cap Reinforcing Tab","","https://drywalltoolbox.com/brands/Columbia/ct-35r.webp"
"050115F-A","Taper Clutch Return Spring","Columbia Taping Tools","Taper Clutch Return Spring - CT81","Columbia Taper Clutch Return Spring","","https://drywalltoolbox.com/brands/Columbia/050115f-a.webp"
"CT-45","Taper Connecting Rod","Columbia Taping Tools","Taper Connecting Rod - CT45","Columbia Taper Connecting Rod (Includes CT46 Stop)","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"50205-A","Taper Connecting Stud","Columbia Taping Tools","Taper Connecting Stud - CT112","Columbia Taper Connecting Stud","","https://drywalltoolbox.com/brands/Columbia/50205-a.webp"
"CT-5","Taper Right Wafer Bushing - CT5","Columbia Taping Tools","Taper Right Wafer Bushing - CT5","Columbia Taper Control Valve","","https://drywalltoolbox.com/brands/Columbia/ct-5.webp"
"CT-105","Taper Crimper Lever","Columbia Taping Tools","Taper Crimper Lever - CT105","Columbia Taper Crimper Lever","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT10A","Taper Crimping Arm Bushing Left","Columbia Taping Tools","Taper Crimping Arm Bushing Left - CT10A","Columbia Taper Crimping Arm Bushing Left","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT10","Taper Crimping Arm Bushing Right","Columbia Taping Tools","Taper Crimping Arm Bushing Right - CT10","Columbia Taper Crimping Arm Bushing Right","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"054096F-A","Taper Crimping Arm Left","Columbia Taping Tools","Taper Crimping Arm Left - CT48","Columbia Taper Crimping Arm Left","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT49","Columbia Taper Crimping Arm Right","Columbia Tools","Columbia Taper Crimping Arm Right","Columbia Taper Crimping Arm Right","","scraped_results\images\CT49_0.webp"
"CT-41","Taper Cutter Block","Columbia Taping Tools","Taper Cutter Block - CT41","Columbia Taper Cutter Block","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CTA13","Columbia Taper Dog Base Bracket","Columbia Tools","Columbia Taper Dog Base Bracket","Columbia Taper Dog Base Bracket","","scraped_results\images\CTA13_0.webp"
"052125F-A","Taper Drive Sprocket Small","Columbia Taping Tools","Taper Drive Sprocket Small - CT71","Columbia Taper Drive Sprocket Small","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-130","CT130 - Taper Extension Shaft","Columbia Taping Tools","CT130 - Taper Extension Shaft","Columbia Taper Extension Shaft","","https://drywalltoolbox.com/brands/Columbia/ct-130.webp"
"CT127","Taper Extension Shaft Bracket","Columbia Taping Tools","CT127 - Taper Extension Shaft Bracket","Columbia Taper Extension Shaft Bracket","","https://drywalltoolbox.com/brands/Columbia/ct127.webp"
"CT115A","Taper Gasket New Style End Ring","Columbia Taping Tools","Taper Gasket New Style End Ring - CT115A","Columbia Taper Gasket New Style End Ring","","https://drywalltoolbox.com/brands/Columbia/ct115a.webp"
"CT115A","Taper Gasket New Style End Ring","Columbia Taping Tools","Taper Gasket New Style End Ring - CT115A","Columbia Taper Guard Ring","","https://drywalltoolbox.com/brands/Columbia/ct115a.webp"
"CT-5","Taper Right Wafer Bushing - CT5","Columbia Taping Tools","Taper Right Wafer Bushing - CT5","Columbia Taper Guide Rod Bushing","","https://drywalltoolbox.com/brands/Columbia/ct-5.webp"
"CTR-1","Columbia Taper Maintenance Kit","Columbia Taping Tools","Columbia Taper Maintenance Kit","Columbia Taper Head Casting","","https://drywalltoolbox.com/brands/Columbia/ctr-1.webp"
