Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,In stock?,Categories,Tags,Brands,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),meta:product_family,meta:model,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_robots,meta:seo_focus_keyword,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variable,PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,,level-5-pro-flex-curved-blade-stainless-steel-finishing-trowel,Level5 Pro Flex Curved Blade Stainless Steel Finishing Trowel,1,visible,"LEVEL5 offers a full line of finishing trowels that are manufactured under a proprietary innovative design and strict quality manufacturing requirements in Europe. These hand trowels offer the finisher some outstanding features, including:","<p>LEVEL5 offers a full line of finishing trowels that are manufactured under a proprietary innovative design and strict quality manufacturing requirements in Europe. These hand trowels offer the finisher some outstanding features, including:</p> <ul> <li> Precision powder-coated aluminum handle mount that is rigid yet lightweight and durable.</li> <li> Robotically welded super-strong surface-mounted rivets that last longer than typical ""through-rivet"" designs.</li> <li> Premium grade, European hardened stainless steel blades</li> <li> Patented Leather Composite Handles</li> </ul> <p>LEVEL5 Trowels feature an ergonomic handle with a high impact composite core that has been overmolded with a brushed leather composite. This handle offers superior comfort, does not get slippery when wet, and is far more durable than traditional wound leather handles. The shape and position of the handle relative to the tang/blade mount ensures reduced fatigue during use. The handle height also provides adequate clearance from the blade tang so even those with larger hands can use this trowel with comfort.</p> <h3>FLEX 0.5 Curved Trowels</h3> <p>LEVEL5 FLEX 0.5 Trowels feature blades crafted using hardened 0.5mm stainless steel and deliver outstanding blade flex that reduces hand and wrist fatigue during use. These trowels leave a fantastic surface finish and are ideal for drywall joint compounds and final coats of plaster and EIFS. </p> <p>The blade on the FLEX 0.5 is mounted with premium quality, precision stainless steel rivets that are robotically welded to the blade surface. Unlike competitive models that ""tape"" the blade to a mounting platform using a double sided tape, LEVEL5 has developed a technology to weld thin steel directly to the rivets while maintaining structural integrity and flatness. The blade/rivet assembly is then press-fit to the precision aluminum tang making this the strongest 0.5mm stainless steel trowel on the market. These trowels are so strong the blade metal will tear before the rivets let loose. </p> <p>In addition, the design of the FLEX 0.5 trowels provide a wider working surface on the blade compared with other flex trowels on the market, making them easier to use with a flex and finish like no other trowel available. </p> <h3>Features</h3> <ul> <li>1/8"" concave curved blade</li> </ul> <ul></ul>",,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-988, 4-989, Level 5, Knives & Blades, curved trowel, level 5 trowel, level5, stainless steel trowel, trowel",Level 5,,0,Size,"4.75"" x 12"" Leather Handle | 4.75"" x 14"" Leather Handle",,,Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel,LVL5-LEVEL-5-PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,"Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel - [4-988, 4-989], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, LVL5-LEVEL-5-PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL",Level5 Pro Flex Curved Blade Stainless Steel Finishing Trowel -,LEVEL5 offers a full line of finishing trowels that are manufactured under a proprietary innovative design and strict quality manufacturing requirements in,"index,follow","Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel - [4-988, 4-989]",Level 5,"4-988, 4-989",NewCondition
variation,4-988,PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,level-5-pro-flex-curved-blade-stainless-steel-finishing-trowel-4-75-x-12-leather-handle,"Level5 Pro Flex Curved Blade Stainless Steel Finishing Trowel -  4.75"" x 12"" Leather Handle",1,visible,,,54.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-988, 4-989, Level 5, Knives & Blades, curved trowel, level 5 trowel, level5, stainless steel trowel, trowel",Level 5,PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,1,Size,"4.75"" x 12"" Leather Handle",,,Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel,4-988,"Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel - [4-988], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 4-988","Level5 Pro Flex Curved Blade Stainless Steel Finishing Trowel -  4.75"" x 12"" Leather Handle",,"index,follow",Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel - [4-988],Level 5,4-988,NewCondition
variation,4-989,PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,level-5-pro-flex-curved-blade-stainless-steel-finishing-trowel-4-75-x-14-leather-handle,"Level5 Pro Flex Curved Blade Stainless Steel Finishing Trowel -  4.75"" x 14"" Leather Handle",1,visible,,,58.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-988, 4-989, Level 5, Knives & Blades, curved trowel, level 5 trowel, level5, stainless steel trowel, trowel",Level 5,PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,2,Size,"4.75"" x 14"" Leather Handle",,,Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel,4-989,"Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel - [4-989], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 4-989","Level5 Pro Flex Curved Blade Stainless Steel Finishing Trowel -  4.75"" x 14"" Leather Handle",,"index,follow",Level 5 Pro Flex Curved Blade Stainless Steel Finishing Trowel - [4-989],Level 5,4-989,NewCondition
simple,5-295,,level-5-pro-mixer-adaptor-with-hex-key,Level5 Pro Mixer Adaptor with Hex Key,1,visible,Mixer Adaptor for Level 5 Pro Mixing Paddle.,<p>Mixer Adaptor for Level 5 Pro Mixing Paddle.</p>,12.0,1,Drywall Finishing Tools > Level 5 > Parts,"5-295, Level 5, Parts, adapter, adaptor, level5, mixer, mixer adapter, mixing tool, pro mixer",Level 5,,0,,,,,Level 5 Pro Mixer Adaptor with Hex Key,5-295,"Level 5 Pro Mixer Adaptor with Hex Key - [5-295], Level 5, Drywall Finishing Tools > Level 5 > Parts, 5-295",Level5 Pro Mixer Adaptor with Hex Key -,Mixer Adaptor for Level 5 Pro Mixing Paddle.,"index,follow",Level 5 Pro Mixer Adaptor with Hex Key - [5-295],Level 5,5-295,NewCondition
simple,5-325,,level-5-professional-aluminum-hawk,Level5 Professional Aluminum Hawk,1,visible,"The patent-pending LEVEL5 Drywall Finishing Hawk features a hard coat, non-stick finish that is easy to clean, wear and corrosion resistant. Your trowel/knife will glide across the surface making it the smoothest hawk you’ve ever used. Made of solid extruded aluminum this hawk will hold up under extreme conditions.","<p>The patent-pending LEVEL5 Drywall Finishing Hawk features a hard coat, non-stick finish that is easy to clean, wear and corrosion resistant. Your trowel/knife will glide across the surface making it the smoothest hawk you’ve ever used.<br/>Made of solid extruded aluminum this hawk will hold up under extreme conditions.</p> <p>Developed for all-day use, the LEVEL5 Hawk features a soft-grip, ergonomic handle and durable foam pad for additional comfort. The hawk’s handle is also hollow for easy mounting on scaffold or workstations, and the handle can be easily removed for easy cleaning &amp; storage.</p> <h3>Features </h3> <ul> <li>Rounded corners for safety and comfort.</li> <li>Solid extruded aluminum construction.</li> <li>Ergonomic soft grip handle and durable foam pad for comfortable, all-day use.</li> <li>Hollow handle for mounting on scaffold or workstations.</li> <li>Handle is removable for easy cleaning and storage.</li> </ul> <ul></ul> <br/>",50.0,1,Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,"5-325, Level 5, Mud Pans & Pumps, hawk",Level 5,,0,,,,,Level 5 Professional Aluminum Hawk,5-325,"Level 5 Professional Aluminum Hawk - [5-325], Level 5, Drywall Finishing Tools > Level 5 > Mud Pans & Pumps, 5-325",Level5 Professional Aluminum Hawk -,"The patent-pending LEVEL5 Drywall Finishing Hawk features a hard coat, non-stick finish that is easy to clean, wear and corrosion resistant. Your trowel/kn","index,follow",Level 5 Professional Aluminum Hawk - [5-325],Level 5,5-325,NewCondition
variable,PROFESSIONAL-MIXER,,level-5-professional-mixer,Level5 Professional Mixer,1,visible,"Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall...","<p>Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall job.</p> <ul> <li>Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup</li> <li>Industrial-quality materials and welds</li> <li>Patent-pending design reduces drag/wear on your power drill by over 20%</li> <li>Pulls material down into the center of the mixer rather than throwing it against the side of the bucket</li> <li>Filed edges won’t scrape plastic from the compound bucket</li> </ul>",,1,Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,"5-291, 5-292, Level 5, Mud Pans & Pumps, level 5, level5, mixer, mixing paddle, mixing tool",Level 5,,0,Size,"13"" Length with 2"" Head | 28"" Length with 4"" Head | 32""Length with 5"" Head | 32"" Length with 7"" Head",,,Level 5 Professional Mixer,LVL5-LEVEL-5-PROFESSIONAL-MIXER,"Level 5 Professional Mixer - [5-293, 5-294, 5-291, 5-292], Level 5, Drywall Finishing Tools > Level 5 > Mud Pans & Pumps, LVL5-LEVEL-5-PROFESSIONAL-MIXER",Level5 Professional Mixer -,Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and hi,"index,follow","Level 5 Professional Mixer - [5-293, 5-294, 5-291, 5-292]",Level 5,"5-293, 5-294, 5-291, 5-292",NewCondition
variation,5-293,PROFESSIONAL-MIXER,level-5-professional-mixer-13-length-with-2-head,"Level5 Professional Mixer -  13"" Length with 2"" Head",1,visible,,,16.0,1,Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,"5-291, 5-292, Level 5, Mud Pans & Pumps, level 5, level5, mixer, mixing paddle, mixing tool",Level 5,PROFESSIONAL-MIXER,1,Size,"13"" Length with 2"" Head",,,Level 5 Professional Mixer,5-293,"Level 5 Professional Mixer - [5-293], Level 5, Drywall Finishing Tools > Level 5 > Mud Pans & Pumps, 5-293","Level5 Professional Mixer -  13"" Length with 2"" Head",,"index,follow",Level 5 Professional Mixer - [5-293],Level 5,5-293,NewCondition
variation,5-294,PROFESSIONAL-MIXER,level-5-professional-mixer-28-length-with-4-head,"Level5 Professional Mixer -  28"" Length with 4"" Head",1,visible,,,27.0,1,Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,"5-291, 5-292, Level 5, Mud Pans & Pumps, level 5, level5, mixer, mixing paddle, mixing tool",Level 5,PROFESSIONAL-MIXER,2,Size,"28"" Length with 4"" Head",,,Level 5 Professional Mixer,5-294,"Level 5 Professional Mixer - [5-294], Level 5, Drywall Finishing Tools > Level 5 > Mud Pans & Pumps, 5-294","Level5 Professional Mixer -  28"" Length with 4"" Head",,"index,follow",Level 5 Professional Mixer - [5-294],Level 5,5-294,NewCondition
variation,5-291,PROFESSIONAL-MIXER,level-5-professional-mixer-32-length-with-5-head,"Level5 Professional Mixer -  32""Length with 5"" Head",1,visible,,,33.0,1,Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,"5-291, 5-292, Level 5, Mud Pans & Pumps, level 5, level5, mixer, mixing paddle, mixing tool",Level 5,PROFESSIONAL-MIXER,3,Size,"32""Length with 5"" Head",,,Level 5 Professional Mixer,5-291,"Level 5 Professional Mixer - [5-291], Level 5, Drywall Finishing Tools > Level 5 > Mud Pans & Pumps, 5-291","Level5 Professional Mixer -  32""Length with 5"" Head",,"index,follow",Level 5 Professional Mixer - [5-291],Level 5,5-291,NewCondition
variation,5-292,PROFESSIONAL-MIXER,level-5-professional-mixer-32-length-with-7-head,"Level5 Professional Mixer -  32"" Length with 7"" Head",1,visible,,,41.0,1,Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,"5-291, 5-292, Level 5, Mud Pans & Pumps, level 5, level5, mixer, mixing paddle, mixing tool",Level 5,PROFESSIONAL-MIXER,4,Size,"32"" Length with 7"" Head",,,Level 5 Professional Mixer,5-292,"Level 5 Professional Mixer - [5-292], Level 5, Drywall Finishing Tools > Level 5 > Mud Pans & Pumps, 5-292","Level5 Professional Mixer -  32"" Length with 7"" Head",,"index,follow",Level 5 Professional Mixer - [5-292],Level 5,5-292,NewCondition
simple,5-651,,level-5-professional-stainless-steel-joint-knife-set-5-651,Level5 Professional Stainless Steel Joint Knife Set 5 - 651,1,visible,"LEVEL5 Stainless Joint Knives with Soft-Grip Handles offer outstanding quality and a Lifetime Guarantee. Featuring a premium stainless steel construction, these knives are lightweight, extremely comfortable in the hand and clean up like a dream. LEVEL5 Hand Tool Sets offer professional finishers and DIYers an array...","<p>LEVEL5 Stainless Joint Knives with Soft-Grip Handles offer outstanding quality and a Lifetime Guarantee. Featuring a premium stainless steel construction, these knives are lightweight, extremely comfortable in the hand and clean up like a dream. LEVEL5 Hand Tool Sets offer professional finishers and DIYers an array of options for high-performance hand tools.</p> <h3>Features</h3> <ul> <li>Premium stainless steel blade for corrosion resistance.</li> <li>A precision hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The knife feels nicely ""broken in"" from its very first use.</li> <li>Lightweight and comfortable soft-grip handle ergonomically designed for all-day use with minimal fatigue</li> <li>Glass reinforced nylon handle core for impact resistance.</li> <li>Alloy metal hammer end for resetting nails and to counter balance for improved drop protection.</li> <li>Large hang hole and easy-peel label for convenience.</li> <li>LEVEL5 Lifetime Warranty.</li> </ul>",45.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-651, Level 5, Knives & Blades, blister, hand tool set, joint knife set, level 5 drywall tools, level 5 hand tool set, level 5 sets, level5, level5 taping knife set, taping knife set",Level 5,,0,,,,,Level 5 Professional Stainless Steel Joint Knife Set 5,5-651,"Level 5 Professional Stainless Steel Joint Knife Set 5-651 - [5-651], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-651",Level5 Professional Stainless Steel Joint Knife Set 5 - 651 -,"LEVEL5 Stainless Joint Knives with Soft-Grip Handles offer outstanding quality and a Lifetime Guarantee. Featuring a premium stainless steel construction, ","index,follow",Level 5 Professional Stainless Steel Joint Knife Set 5-651 - [5-651],Level 5,5-651,NewCondition
simple,5-653,,level-5-professional-stainless-steel-joint-knife-set-with-handle-grips-5-653,Level5 Professional Stainless Steel Joint Knife Set with Handle Grips 5 - 653,1,visible,"Level 5 drywall tools are premium grade. They are designed and built using nearly 20 years of input from professional finishers and meant for reliable, daily use on the jobsite.","<p>Level 5 drywall tools are premium grade. They are designed and built using nearly 20 years of input from professional finishers and meant for reliable, daily use on the jobsite. </p> <h3>Features</h3> <ul> <li>PROFESSIONAL GRADE | Designed and built using nearly 20 years of input from professional finishers. Our tools are meant for reliable, daily use on the job site.</li> <li>PREMIUM QUALITY | Precision hollow-grind blades provide proper flex points midway up the blade (versus near the handle). Each blade feels nicely ""broken-in"" from the first moment you use it! This means better feel for faster application rates, optimum blade control and smoother finishes. Polished for easy cleanup. Durable metal alloy hammer head for setting drywall nails.</li> <li>ERGONOMIC | Lightweight, impact resistant, full soft comfort grip handles ergonomically designed for all-day use with minimal fatigue. Glass reinforced nylon cores. Larger handle guards for better penetrating leverage and improved safety.</li> <li>GUARANTEED PERFORMANCE | Our tools are developed by professionals for professionals and guaranteed to exceed your expectations.</li> </ul>",59.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-404, 5-405, 5-406, 5-653, Level 5, Knives & Blades, blister, hand tool set, joint knife set, level 5 drywall tools, level 5 hand tool set, level 5 sets, level5, level5 taping knife set, taping knife set",Level 5,,0,,,,,Level 5 Professional Stainless Steel Joint Knife Set with Handle Grips 5,5-653,"Level 5 Professional Stainless Steel Joint Knife Set with Handle Grips 5-653 - [5-653], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-653",Level5 Professional Stainless Steel Joint Knife Set with Handle Grips 5 - 653 -,"Level 5 drywall tools are premium grade. They are designed and built using nearly 20 years of input from professional finishers and meant for reliable, dai","index,follow",Level 5 Professional Stainless Steel Joint Knife Set with Handle Grips 5-653 - [5-653],Level 5,5-653,NewCondition
simple,4-959,,level-5-replacement-aluminum-body-skimming-blade-end-caps,Level5 Replacement Aluminum - Body Skimming Blade End Caps,1,visible,LEVEL5 skimming blade replacement end caps clip onto either end of any LEVEL5 aluminum-body skimming blade.,"<p>LEVEL5 skimming blade replacement end caps clip onto either end of any LEVEL5 aluminum-body skimming blade.</p> <p>If you have misplaced or damaged your skimming blade end caps, this set of two LEVEL5 skimming blade end caps will quickly and easily replace your old ones.</p> <p>Drywall skimming blade end caps assist in holding the replaceable stainless steel blade insert in place. They also ensure that the LEVEL5 skimming blade is easy to clean - the caps prohibit mud from entering the extruded aluminum housing during use.</p> <p>LEVEL5 skimming blade end caps are comprised of durable nylon composite. This set includes both a left and right end cap.</p>",15.0,1,Drywall Finishing Tools > Level 5 > Parts,"4-959, Level 5, Parts, clearance",Level 5,,0,,,,,Level 5 Replacement Aluminum,4-959,"Level 5 Replacement Aluminum-Body Skimming Blade End Caps - [4-959], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-959",Level5 Replacement Aluminum - Body Skimming Blade End Caps -,LEVEL5 skimming blade replacement end caps clip onto either end of any LEVEL5 aluminum-body skimming blade.,"index,follow",Level 5 Replacement Aluminum-Body Skimming Blade End Caps - [4-959],Level 5,4-959,NewCondition
