Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Categories,Tags,Brands,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_canonical,meta:seo_robots,meta:seo_focus_keyword,meta:seo_secondary_keywords,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variation,CMT32,COL-COMPOUND-TUBE,columbia-compound-tube-32-cmt32,"Columbia Compound Tube - 32""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Compound Tube - 32&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 32&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,167.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-compound-tube-24-CMT24-01.webp,COL-COMPOUND-TUBE,2,Size,"32""",,1.0,1.0,,,,,,"Columbia Compound Tube - 32"", CMT32, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Compound Tube - 32"" | Columbia Drywall Tools","Shop Columbia Compound Tube - 32"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Compound Tube - 32""","Columbia Semi Automatic Tools, drywall finishing tools, CMT32",Columbia,CMT32,NewCondition
variation,CMT42,COL-COMPOUND-TUBE,columbia-compound-tube-42-cmt42,"Columbia Compound Tube - 42""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Compound Tube - 42&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 42&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,182.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-compound-tube-24-CMT24-01.webp,COL-COMPOUND-TUBE,3,Size,"42""",,1.0,1.0,,,,,,"Columbia Compound Tube - 42"", CMT42, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Compound Tube - 42"" | Columbia Drywall Tools","Shop Columbia Compound Tube - 42"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Compound Tube - 42""","Columbia Semi Automatic Tools, drywall finishing tools, CMT42",Columbia,CMT42,NewCondition
variation,CMT55,COL-COMPOUND-TUBE,columbia-compound-tube-55-cmt55,"Columbia Compound Tube - 55""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Compound Tube - 55&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 55&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,190.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-compound-tube-24-CMT24-01.webp,COL-COMPOUND-TUBE,4,Size,"55""",,1.0,1.0,,,,,,"Columbia Compound Tube - 55"", CMT55, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Compound Tube - 55"" | Columbia Drywall Tools","Shop Columbia Compound Tube - 55"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Compound Tube - 55""","Columbia Semi Automatic Tools, drywall finishing tools, CMT55",Columbia,CMT55,NewCondition
variation,PCMT42,COL-COMPOUND-TUBE,columbia-compound-tube-predator-carbon-fiber-42-pcmt42,"Columbia Compound Tube - Predator Carbon Fiber 42""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Compound Tube - Predator Carbon Fiber 42&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: Predator Carbon Fiber 42&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 3.</em></p>,217.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,,COL-COMPOUND-TUBE,5,Size,"Predator Carbon Fiber 42""",,1.0,1.0,,,,,,"Columbia Compound Tube - Predator Carbon Fiber 42"", PCMT42, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Compound Tube - Predator Carbon Fiber 42"" | Columbia Drywall Tools","Shop Columbia Compound Tube - Predator Carbon Fiber 42"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Compound Tube - Predator Carbon Fiber 42""","Columbia Semi Automatic Tools, drywall finishing tools, PCMT42",Columbia,PCMT42,NewCondition
variable,COL-CAM-LOCK-TUBE,,columbia-cam-lock-tube,Columbia Cam Lock Tube,1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Cam Lock Tube is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Semi Automatic Tools",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cam-lock-tube-24-CLT24-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cam-lock-tube-24-CLT24-02.webp",,0,Size,"24"" | 32"" | 42"" | 55"" | Predator Carbon Fiber 42""",1.0,1.0,1.0,,,,,,"Columbia Cam Lock Tube, COL-CAM-LOCK-TUBE, Columbia tools, Semi Automatic Tools, drywall finishing tools",Columbia Cam Lock Tube | Columbia Drywall Tools,"Shop Columbia Cam Lock Tube, an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow",Columbia Cam Lock Tube,"Columbia Semi Automatic Tools, drywall finishing tools, COL-CAM-LOCK-TUBE",Columbia,COL-CAM-LOCK-TUBE,NewCondition
variation,CLT24,COL-CAM-LOCK-TUBE,columbia-cam-lock-tube-24-clt24,"Columbia Cam Lock Tube - 24""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Cam Lock Tube - 24&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 24&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,236.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cam-lock-tube-24-CLT24-01.webp,COL-CAM-LOCK-TUBE,1,Size,"24""",,1.0,1.0,,,,,,"Columbia Cam Lock Tube - 24"", CLT24, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Cam Lock Tube - 24"" | Columbia Drywall Tools","Shop Columbia Cam Lock Tube - 24"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Cam Lock Tube - 24""","Columbia Semi Automatic Tools, drywall finishing tools, CLT24",Columbia,CLT24,NewCondition
variation,CLT32,COL-CAM-LOCK-TUBE,columbia-cam-lock-tube-32-clt32,"Columbia Cam Lock Tube - 32""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Cam Lock Tube - 32&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 32&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,242.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cam-lock-tube-24-CLT24-01.webp,COL-CAM-LOCK-TUBE,2,Size,"32""",,1.0,1.0,,,,,,"Columbia Cam Lock Tube - 32"", CLT32, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Cam Lock Tube - 32"" | Columbia Drywall Tools","Shop Columbia Cam Lock Tube - 32"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Cam Lock Tube - 32""","Columbia Semi Automatic Tools, drywall finishing tools, CLT32",Columbia,CLT32,NewCondition
variation,CLT42,COL-CAM-LOCK-TUBE,columbia-cam-lock-tube-42-clt42,"Columbia Cam Lock Tube - 42""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Cam Lock Tube - 42&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 42&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,256.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cam-lock-tube-24-CLT24-01.webp,COL-CAM-LOCK-TUBE,3,Size,"42""",,1.0,1.0,,,,,,"Columbia Cam Lock Tube - 42"", CLT42, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Cam Lock Tube - 42"" | Columbia Drywall Tools","Shop Columbia Cam Lock Tube - 42"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Cam Lock Tube - 42""","Columbia Semi Automatic Tools, drywall finishing tools, CLT42",Columbia,CLT42,NewCondition
variation,CLT55,COL-CAM-LOCK-TUBE,columbia-cam-lock-tube-55-clt55,"Columbia Cam Lock Tube - 55""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Cam Lock Tube - 55&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 55&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,220.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cam-lock-tube-24-CLT24-01.webp,COL-CAM-LOCK-TUBE,4,Size,"55""",,1.0,1.0,,,,,,"Columbia Cam Lock Tube - 55"", CLT55, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Cam Lock Tube - 55"" | Columbia Drywall Tools","Shop Columbia Cam Lock Tube - 55"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Cam Lock Tube - 55""","Columbia Semi Automatic Tools, drywall finishing tools, CLT55",Columbia,CLT55,NewCondition
variation,PCLT42,COL-CAM-LOCK-TUBE,columbia-cam-lock-tube-predator-carbon-fiber-42-pclt42,"Columbia Cam Lock Tube - Predator Carbon Fiber 42""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Cam Lock Tube - Predator Carbon Fiber 42&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: Predator Carbon Fiber 42&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 3.</em></p>,290.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,,COL-CAM-LOCK-TUBE,5,Size,"Predator Carbon Fiber 42""",,1.0,1.0,,,,,,"Columbia Cam Lock Tube - Predator Carbon Fiber 42"", PCLT42, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Cam Lock Tube - Predator Carbon Fiber 42"" | Columbia Drywall Tools","Shop Columbia Cam Lock Tube - Predator Carbon Fiber 42"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Cam Lock Tube - Predator Carbon Fiber 42""","Columbia Semi Automatic Tools, drywall finishing tools, PCLT42",Columbia,PCLT42,NewCondition
variable,COL-BILLET-MUD-APPLICATOR,,columbia-billet-mud-applicator,Columbia Billet Mud Applicator,1,visible,Official Columbia billet and UHMW mud applicators.,<p>Columbia Billet Mud Applicator is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Mud Applicators",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-two-way-internal-corner-applicator-ICATW-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-two-way-internal-corner-applicator-ICATW-02.webp",,0,Applicator Type,"Two-Way Internal Corner 4 Wheels | Inside Corner 2 Wheels - 1"" | Inside Corner 4 Wheels - 1"" | External 90 | Flat",1.0,1.0,1.0,,,,,,"Columbia Billet Mud Applicator, COL-BILLET-MUD-APPLICATOR, Columbia tools, Mud Applicators, drywall finishing tools",Columbia Billet Mud Applicator | Columbia Drywall Tools,"Shop Columbia Billet Mud Applicator, an official Columbia mud applicators product for professional drywall finishing.",,"index,follow",Columbia Billet Mud Applicator,"Columbia Mud Applicators, drywall finishing tools, COL-BILLET-MUD-APPLICATOR",Columbia,COL-BILLET-MUD-APPLICATOR,NewCondition
variation,ICATW,COL-BILLET-MUD-APPLICATOR,columbia-billet-mud-applicator-two-way-internal-corner-4-wheels-icatw,Columbia Billet Mud Applicator - Two-Way Internal Corner 4 Wheels,1,visible,Official Columbia billet and UHMW mud applicators.,<p>Columbia Billet Mud Applicator - Two-Way Internal Corner 4 Wheels is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Applicator Type: Two-Way Internal Corner 4 Wheels</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 20.</em></p>,83.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Applicators",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-two-way-internal-corner-applicator-ICATW-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-two-way-internal-corner-applicator-ICATW-02.webp",COL-BILLET-MUD-APPLICATOR,1,Applicator Type,Two-Way Internal Corner 4 Wheels,,1.0,1.0,,,,,,"Columbia Billet Mud Applicator - Two-Way Internal Corner 4 Wheels, ICATW, Columbia tools, Mud Applicators, drywall finishing tools",Columbia Billet Mud Applicator - Two-Way Internal Corner 4 Wheels | Columbia Drywall Tools,"Shop Columbia Billet Mud Applicator - Two-Way Internal Corner 4 Wheels, an official Columbia mud applicators product for professional drywall finishing.",,"index,follow",Columbia Billet Mud Applicator - Two-Way Internal Corner 4 Wheels,"Columbia Mud Applicators, drywall finishing tools, ICATW",Columbia,ICATW,NewCondition
