manufacturer,part_number,product_name,description_text,features,image_urls
TapeTech,PWWS1LS2,TapeTech Long Sleeve Premium Work Shirt - Large,TapeTech Long Sleeve Premium Work Shirt - Large,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS1LS2_M.jpg
TapeTech,PWWS1LS1,TapeTech Long Sleeve Premium Work Shirt - Medium,TapeTech Long Sleeve Premium Work Shirt - Medium,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS1LS1_M.jpg
TapeTech,PWWS1LS3,TapeTech Long Sleeve Premium Work Shirt - XLarge,TapeTech Long Sleeve Premium Work Shirt - XLarge,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS1LS3_M.jpg
TapeTech,PWWS1LS4,TapeTech Long Sleeve Premium Work Shirt - XXLarge,TapeTech Long Sleeve Premium Work Shirt - XXLarge,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS1LS1_M.jpg
TapeTech,MR01TT,TapeTech MudRunner Pro,"TapeTech MudRunner® Pro MR01TT The new second generation MudRunner® Pro tool applies joint compound to inside and outside corners faster and with precision control and minimal effort. The new MudRunner® Pro offers a tremendous update in the efficiency of finishing corners in drywall. The tool offers more versatility when needed in adjustment to length, both integrated and with the MRX01TT extension (sold separately). The new MudRunner® Pro also offers a 20% increase in piston strength for greater compound application. Features: Adjustable Length: 52.5″ – 60.5″ Use With Any Inside Or Outside Corner Finisher Thicker Mud Applies Effortlessly Clear Tube For Visible Mud Level Reduces Wear-and-Tear On Your Shoulders Requires A Pump/Filler To Fill Requires An Applicator Head To Apply/Finish",Adjustable Length: 52.5″ – 60.5″ | Use With Any Inside Or Outside Corner Finisher | Thicker Mud Applies Effortlessly | Clear Tube For Visible Mud Level | Reduces Wear-and-Tear On Your Shoulders | Requires A Pump/Filler To Fill | Requires An Applicator Head To Apply/Finish,https://s3.amazonaws.com/tswfastcomfiles/product/20253_MD-TTTMR01TT_M.jpg
TapeTech,EHWJS100,TapeTech Portable Hot Wire Foam Cutter,"The TapeTech EHWJS100 Portable Jobsite Hot Wire is the industry’s most portable and versatile hot wire machine. Ideally suited for EIFS and other foam-cutting professional, the EHWJS100 quickly cuts and notches EPS and XPS foam with unmatched precision. The EHWJS100 weighs just 30 pounds and sets up in under 2 minutes. It can make straight through cuts, including ripping thicker panels to thinner dimensions, miter cuts, bevel cuts, compound miters and notches in the face or end of foam panels. EHWJS100 includes a scaffolding strap to securely strap the unit to the railing of scaffolding and staging to prevent accidental equipment falls. The superalloy NiChrome hot wire heats to 932°F (500°C) in seconds to make any jobsite a highly productive foam-cutting environment. Features a spring-loaded safety switch. The hot wire element (EHW100) is easy to replace and requires no tools. Hot wire lasts approximately 70 hours of cutting time. Max. Cutting Height 50.8″ (1290 mm) Max. Cutting Thickness 13″ (330 mm) Rulers Left: 39″ (1000 mm); 0-60″ / Right: 15″ (400 mm) Net Weight 30 pounds (13.5 kg) Assembled Size 63″ x 17″ x 8″ (1610 X 440 X 200 mm) Power Supply 110V Replacement Hot Wire EHW100",,https://s3.amazonaws.com/tswfastcomfiles/product/20168_MD-TTTEHWJS100_M.jpg
TapeTech,EABS127TTSM,TapeTech Premium ABS Float – Smooth,The TapeTech EABS127-TTSM Premium ABS Float is the preferred design for EIFS. The 5″ x 11″ float is constructed of unbreakable ABS plastic and has rounded corners to prevent digging or gouging. This float is “ready to go” right off the shelf. The base is textured to gently roll the corn to achieve the perfect finish every time. The handle design is preferred by professionals and the light weight makes this float comfortable for all day use.,,https://s3.amazonaws.com/tswfastcomfiles/product/20083_MD-TTTEABS127TTSM_M.jpg
TapeTech,EABS127TTTX,TapeTech Premium ABS Float – Textured,The TapeTech EABS127-TTTX Premium ABS Float is the preferred design for EIFS. The 5″ x 11″ float is constructed of unbreakable ABS plastic and has rounded corners to prevent digging or gouging. This float is “ready to go” right off the shelf. The base of EABS127-TTTX features slightly more texture than our popular EABS127-TTSM Float to produce a more pronounced texture. The handle design is preferred by professionals and the light weight makes this float comfortable for all day use.,,https://s3.amazonaws.com/tswfastcomfiles/product/20084_MD-TTTEABS127TTTX_M.jpg
TapeTech,PWWSSJ2,TapeTech Premium Jacket - Large,TapeTech Premium Jacket - Large,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWSSJ2_M.jpg
TapeTech,PWWSSJ1,TapeTech Premium Jacket - Medium,TapeTech Premium Jacket - Medium,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWSSJ1_M.jpg
TapeTech,PWWSSJ3,TapeTech Premium Jacket - XLarge,TapeTech Premium Jacket - XLarge,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWSSJ3_M.jpg
TapeTech,PWWSSJ4,TapeTech Premium Jacket - XXLarge,TapeTech Premium Jacket - XXLarge,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWSSJ4_M.jpg
TapeTech,PWWSSJ5,TapeTech Premium Jacket - XXXLarge,TapeTech Premium Jacket - XXXLarge,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWSSJ4_M.jpg
TapeTech,PKPFK,Tapetech Premium Knife Parts Finishing Kit,Includes: Left side end cap Right sided end cap 4 Screws,Left side end cap | Right sided end cap | 4 Screws,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPKPFK_M.jpg
TapeTech,PWWS11,TapeTech Premium Work Shirt - Medium,TapeTech Premium Work Shirt - Medium,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS11_M.jpg
TapeTech,PWWS13,TapeTech Premium Work Shirt - XLarge,TapeTech Premium Work Shirt - XLarge,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS14_M___Copy.jpg
TapeTech,PWWS14,TapeTech Premium Work Shirt - XXLarge,TapeTech Premium Work Shirt - XXLarge,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS14_M.jpg
TapeTech,PWWS15,TapeTech Premium Work Shirt - XXXLarge,TapeTech Premium Work Shirt - XXXLarge,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS14_M.jpg
TapeTech,409021,TapeTech Retainer Spring,TapeTech Retainer Spring,,https://s3.amazonaws.com/capmatfiles/product/MD-tapetech_retainerspring.jpg
TapeTech,EHKACROTATEKIT,TapeTech Rotating Hot Knife Kit,"TapeTech EHKAROTATE is the world’s first Professional, Air-Cooled, Rotating Head Hot Knife. Capable of reaching operating temperatures of 932°F (500°C) in seconds, the EHKAROTATE features an adjustable head that allows the worker to position the blade in one of five positions for the most ergonomic and efficient cut. The 120V EHKAROTATE has three temperature settings and is rated for continuous operation due to the air-cooled design. EHKROTATE has a maximum cutting depth of 10″ (250mm) and a convenient tool hook. EHKAROTATEKIT is a deluxe professional kit and includes EGUIDE02 Edge Guide, EGBADAPT02 Grooving Blade Adapter, ESLED02 Professional Sled with 3-piece cutting guide, Blade wrench, Scraper tool, 6″ and 8″ Straight Blades, EFLAT12 12″ Flat Blade stock, EPG20, EPG27 and EPG34 Pipe Grooving Blades, EPLIER Premium Blade Bending Pliers, measuring tape and marker pen and robust, professional plastic carry case.",,https://s3.amazonaws.com/tswfastcomfiles/product/20162_MD-TTTEHKACROTATEKIT_M.jpg
TapeTech,149021,TapeTech Round Lip U-Cup,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance. Replacement round lip u-cup for 14TT MudRunner",Replacement round lip u-cup for 14TT MudRunner,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT149021_M.jpg
TapeTech,880042,TapeTech Rubber Grip Handle,TapeTech Rubber Grip Handle,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT880042_M.jpg
TapeTech,BHESW,TapeTech SideWinder Extendable Brakeless Box Handle,The SideWinder is a brakeless box handle with rotating head that allows you to comfortably finish high horizontal joints by keeping the box and handle at the optimal angle for performance. The SideWinder has the same features as our other brakeless handles with the added convenience of the rotating head. Features: 7 Position Rotating Head For Optimal Positioning of the Finishing Box Extends From 34″ to 60″ (86cm to 152cm) Attaches To All TapeTech And Most Other Brand Of Finishing Boxes Oversized Easy to Grip Star Knob Easy to Clean Fiberglass Construction Optimal Diameter For Gripping,7 Position Rotating Head For Optimal Positioning of the Finishing Box | Extends From 34″ to 60″ (86cm to 152cm) | Attaches To All TapeTech And Most Other Brand Of Finishing Boxes | Oversized Easy to Grip Star Knob | Easy to Clean Fiberglass Construction | Optimal Diameter For Gripping,https://s3.amazonaws.com/tswfastcomfiles/product/TTTBHESW_M.jpg
TapeTech,SSSAF,TapeTech Single Angle Sanding Sponge Fine-24 per box,TapeTech Single Angle Sanding Sponge Fine-24 per box,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTSSSAF_M.jpg
TapeTech,600007,"TapeTech Skid 2"" Nail Spotter","TapeTech Skid 2"" Nail Spotter",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT600007_M.jpg
TapeTech,650040,TapeTech Special Washer,TapeTech Special Washer,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT650040_M.jpg
TapeTech,056135,TapeTech Stainless Steel Cutter Chain Assembly,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,https://s3.amazonaws.com/capmatfiles/product/MD-TTT056135.jpg
TapeTech,054101,TapeTech Tape Guide Assembly,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054101_M.jpg
TapeTech,631015,"TapeTech® 2"" Nail Spotter Wiper","TapeTech® 2"" Nail Spotter Wiper Leaves a clean finish Durable blade","TapeTech® 2"" Nail Spotter Wiper | Leaves a clean finish | Durable blade",https://s3.amazonaws.com/tswfastcomfiles/product/TTT631015_M.jpg
TapeTech,TC01TT,Tool Caddy,"The Tool Caddy is the perfect accessory for workers who fill their finishing boxes with a compound tube instead of a loading pump. The durable design and construction of the Tool Caddy securely holds any size finishing box in the perfect filling position, even with the handle attached. It conveniently holds any length compound tube and filler adapter, preventing the need to place the tool on the floor or in the bucket of joint compound between fills. The position of the Tool Caddy’s support bracket can be adjusted to securely attach to almost any bucket height and is perfect to rest your finishing boxes even when using a loading pump. The Tool Caddy positions the finishing box securely, preventing the tool from falling or joint compound from leaking.",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTTC01TT_M.jpg
TapeTech,059014,Truss Hd. S.S  Screw 4-40 X 3/16 - 6 Pack,Replacement Screw 4-40 X 3/16 for TapeTech 04TT and 05TT Automatic Tapers,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059014_M.jpg
TapeTech,142001,Tube Only for Mudrunner,Tube Only for Mudrunner,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT142001_M.jpg
TapeTech,050251F,Tube Protector,Tube Protector,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050251F_M.jpg
TapeTech,499024,Washer - .188Id X,Washer - .188Id X,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT499024_M.jpg
TapeTech,159027,"Washer 3/8"" OD 3/16"" IDSST","WASHER 3/8"" OD 3/16"" IDSST",,https://s3.amazonaws.com/gmscom/master/media-common/product/159027_med.jpg
TapeTech,151005,Wheel Angle Roller Roller,Wheel Angle Roller Roller,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT151005_M.jpg
TapeTech,480027,Wheel Bushing,Wheel Bushing,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT480027_M.jpg
TapeTech,050004,Wiper Retainer,Replacement Wiper Retainer for TapeTech 04TT Automatic Taper,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050004_M.jpg
TapeTech,8000TTPA,Wizard Handle for Power Assist,"The new model 8000TT-PA Wizard handle from TapeTech provides unmatched control, maximum access and eliminates the learning curve of using traditional finishing box brake handles. The Wizard is the only finishing box handle that places your hand directly over the pressure plate, reducing the effort required while providing superior control. The Wizard fits into the smallest closets or under stairs and is much safer for workers on scaffolding compared to using a finishing box handle of any other length. The Wizard isn’t limited to just tight spaces or scaffolds. The Wizard is the absolute fastest and easiest way to finish any joints, especially horizontal joints. The innovative design, including the ability to reverse the front handle, allows for multiple ergonomic hand positions to reduce worker fatigue and increase productivity. Every drywall finisher needs the Wizard™ in their toolbox!",,https://s3.amazonaws.com/gmscom/master/media-common/product/8000TTPA_med.jpg
